Date,AED,ARS,AUD,BRL,CAD,CHF,CLP,CNY,COP,CZK,DKK,DOP,EUR,GBP,HKD,HRK,HUF,INR,IDR,IRR,JPY,KES,MAD,MXN,MYR,NGN,NOK,NZD,PEN,PHP,PKR,PLN,RON,RUB,SAR,SEK,SGD,THB,TRY,TZS,UAH,USD,VEF,VND,ZAR
9/3/2016,341.68,503.39,488.45,684.14,616.88,649.96,286.42,501.7,524.6,604.06,445.84,222.83,497.56,478.65,668.22,274.09,324.07,596.2,745.44,1000,28.18,430.19,246.76,654.57,501.05,,488.01,729.1,896.91,573.66,405.73,396.33,427.54,573.16,730.45,643.87,673.53,473.33,1000,1000,672.52,464.21,,729.84,468.27
9/10/2016,481.93,594.49,467.51,847.75,393.76,401.31,585.4,435.91,509.39,355.71,300.95,423.62,476.32,494.73,911.19,654.61,1000,576.08,239.03,1000,19.67,544.48,1000,553.64,434.06,,520.21,547.93,837.71,678.7,984.14,215.46,395.84,568.03,309.55,457.02,388.87,934.06,1000,1000,1000,438.45,,382.65,396.52
9/17/2016,875.35,789.55,505.39,636.72,510.89,360.65,582.47,517.59,545,521.76,617.43,732.86,452.86,484.81,373.68,793.91,444.5,625.96,986.34,325.19,11.69,560.63,452.11,497.66,384.52,,541.89,479.19,367.45,423.67,361.48,402.02,399.26,536.24,182.39,442.31,438.5,392.23,502.67,140.12,565.97,498.61,,984.24,376.09
9/24/2016,664.53,710.5,581,372.66,622.91,234.13,678.39,541.13,487.64,463.51,418.23,1000,591.77,479.9,428.1,604.43,508.36,591.54,1000,31.46,619.56,780.7,978.23,609.19,509.73,,536.9,460.25,189.69,388.55,591.06,582.5,336.62,487.48,176.71,476.88,542.97,368.49,779.17,973.05,407.03,519.03,,1000,437.01
10/1/2016,422.43,442.44,541.79,634.68,582.45,304.89,694.26,500.89,445.27,590.87,328.98,656.27,511.23,608.69,432.2,503.4,442.6,510.53,1000,798.7,457.21,584.32,694.24,514.38,449.19,,463.75,550.75,327.53,1000,433.18,529.69,394.07,520.7,1000,549.08,343.81,366.52,853.88,499.56,325.24,501.4,,313.65,439.97
10/8/2016,982.89,594.02,480,642.08,722.47,512.64,534.47,516.66,677.65,493.27,820.42,715.28,600.81,541.34,377.61,280.86,281,566.1,1000,372.38,1000,541.5,405.56,431.66,366.17,,377.18,423.31,201.82,787.46,759.06,274.03,541.17,545.66,753.15,530.96,360.87,331.12,777.86,468.44,379.67,513.8,,326.77,566.1
10/15/2016,185.47,409.24,515.36,520.93,566.07,549.29,712.05,667.72,832.49,678.06,672.82,537.03,670.92,553.24,413.19,402.63,767.18,461.15,927.89,823.66,598.4,454.14,571.49,571.48,677.95,,610.54,393.58,816.11,458.41,722.05,506.07,441.54,547.09,831.46,442.96,541.23,504.63,1000,471.58,432.49,491.15,,783.15,644.82
10/22/2016,467.74,304.73,546.67,631.68,479.93,868.29,805.89,327.62,539.65,510.78,434.31,494.96,587.63,525.25,474.94,333.32,348.46,459.9,513.64,139.91,765.3,454.04,587.21,547.17,826.56,912.4,652.57,497.64,988.59,550.43,497.04,462.72,659.41,498.28,671.5,458.35,370.85,477.25,226.63,976.71,397.75,551.72,,36.77,438.5
10/29/2016,257.34,251.94,565.46,734.37,444.3,622.9,516.61,460.54,643.25,238.36,383.79,29.76,516.04,559.29,469.78,155.27,509.38,508.18,646.84,95.98,243.23,514.78,408.29,490.23,1000,929.37,639.28,537.49,469.85,506.62,756.13,602,569.43,536.77,1000,654.37,590,477.05,281.54,1000,601.68,548.76,,150.35,648.28
11/5/2016,376.76,581.01,524.31,623.86,510.37,805.97,503.44,537.97,589.29,206.95,823.67,343.23,587.32,550,370.01,636.73,943.92,556.93,784.66,91.07,1000,523.53,463.25,479.74,721.72,1000,581.44,444.14,686.6,326.44,783.58,489.95,864.21,542.01,441.25,521.39,713.91,793.32,320.77,495.51,485.98,570.79,,513.99,622.56
11/12/2016,540.17,702.89,571.61,523.35,506.33,313.57,729.84,599.04,400.49,478.74,749.28,20.33,711.08,454.63,399.42,447.95,595.61,437.77,556.25,48.59,1000,517.56,458.72,468.83,608.98,1000,672.81,496.06,208.6,519.61,469.36,386.86,420.82,482.95,1000,469.18,1000,816,636.37,173.36,503.55,489.83,,125.5,594.08
11/19/2016,666.89,621.09,663.09,529.95,638.06,397.2,542.46,578.39,446.06,553.53,961.75,234.53,386.17,572.12,1000,983.7,362.98,649.1,757.55,115.97,581.26,491.41,927.47,1000,1000,1000,812.81,366.18,216.65,697.38,436.23,619.33,808.85,511.81,463.1,495.77,1000,576.24,1000,1000,429.73,542.95,,88.53,404.99
11/26/2016,707.57,647.83,532.19,430.95,487.08,236.07,976.73,503.91,527.54,474,499.34,1000,500.69,541.45,256.58,532.77,500.09,1000,32.4,1000,138.42,501.92,729.07,575.51,760.66,1000,615.34,601.33,1000,508.11,533.95,419.68,711.16,523.35,307.11,497.42,559.59,581.17,605.61,313.21,537.64,455,,1000,421.25
12/3/2016,1000,698.79,519.93,675.22,340.7,716.95,1000,883.65,630.61,456.91,731.83,605.34,692.57,595.22,376.39,591.61,1000,657.51,321.84,79.64,319.26,844.61,594.98,482.93,808.53,1000,595.93,551.95,496.46,438.57,519.61,749.24,400.51,538.23,637.9,555.82,454.32,691.07,752.35,246.55,749.23,531.18,831.19,1000,479.44
12/10/2016,923.95,537.46,515.02,381.12,440.82,1000,533.21,733.26,726.34,794.08,250.29,1000,481.38,599.28,731.3,393.28,576.22,421.35,183.97,325.27,694.04,753.77,1000,531.22,1000,1000,417.19,568.61,1000,670.88,1000,703.81,686.7,543.02,193.93,493.33,434.31,678.12,362.25,612.66,581.91,533.22,672.82,1000,407.54
12/17/2016,491.26,678.67,560.13,471.01,417.33,352.87,572.83,355.42,685.04,792.08,234.9,94.71,577.62,524,557.43,472.02,637.54,395.65,204.33,307.16,306.31,398.16,564.84,366.17,627.93,623.8,552.56,564.6,268.02,529.27,247.71,495.62,575.65,584.53,343.16,472.27,574.87,546.2,565.82,449.64,914.53,512.86,485.04,115.28,325.13
12/24/2016,354.62,720.52,542.34,634.92,648.64,806.13,794.93,549.22,627.45,622.5,471.85,96.62,582.58,539.55,447.5,791.54,266.26,489.76,41.37,288.28,110.2,464.28,110.04,522.31,761.25,489.82,320.66,840.47,372.58,485.89,250.66,272.7,1000,593.06,490.53,652.99,529.23,430.76,560.7,246.65,599.86,501.95,681.04,919.18,400.67
12/31/2016,441.52,698.19,310.25,650.23,425.93,1000,644.26,412.01,642.89,365.01,186.56,449.11,487.23,400.18,859.38,1000,445.34,435.57,590.37,252.2,895.11,348.25,264.18,440.5,697.13,352.48,342.15,356.45,376.25,468.76,274.1,524.53,227.08,718.03,1000,566.29,392.05,465.31,446.4,786.68,643.57,403.09,642.51,35.79,433.37
1/7/2017,428.12,534.96,454.01,761.51,559.03,592.24,623.9,546.24,456.65,1000,771.6,240.28,553.26,635.6,701.71,244.33,272.03,709.19,302.7,1000,680.66,507.16,303.98,593.25,729.95,470.07,726.46,742.82,463.71,1000,398.53,590.19,295.35,378.39,595.97,619.94,1000,479.23,946.67,1000,543.66,446.1,583.94,1000,544
1/14/2017,331.31,383.73,481.13,381.81,672.03,345.03,435.48,438.68,698.63,437.12,1000,358.66,463.91,542.49,328.49,601.94,448.43,675.64,319.57,852.72,1000,325.14,402.11,558.38,373,427.58,464.61,551.33,286.33,336.41,344.83,464.06,541.21,454.88,681.75,479.94,367.85,784.8,658.26,1000,348.22,507.95,627.01,389.27,405.36
1/21/2017,363.4,338.75,513.84,563.82,517.64,183.22,828.97,466.74,586.51,432.47,235.8,1000,511.06,477.5,445.13,288.09,781.49,640.05,867.1,38.99,217.9,393.87,384.6,510.16,216.29,513.35,502.62,826.97,311.1,578.97,245.8,740.96,341.26,464.27,1000,687.43,659.25,327.59,535.22,603.2,530.16,487.62,626.24,211.63,529.06
1/28/2017,493.21,342.93,484.17,403.43,613,241.91,467.05,128.14,650.44,577.3,180.12,379.51,412.95,471.29,156.43,351.27,499.76,398.34,279.17,1000,830.23,445.49,218.2,462.75,194.85,504.66,459.91,619.13,504.22,999.1,480.23,340.76,517.58,484.15,883.06,503.93,198.03,429.22,574.64,400.77,468.31,540.11,559.25,120.29,458.89
2/4/2017,471.65,398.65,501.4,477.92,535.28,248.22,577.01,334.94,643.24,885.42,402.97,406.53,612.84,567.01,823.5,281.72,304.32,488.92,1000,312.29,669.32,431.5,628.18,470.13,262.66,702.3,518.13,487.88,490.11,1000,523.57,639.73,435.27,519.47,950.9,421.46,541.11,514.98,1000,681.08,533.64,558.01,703.91,206.39,611.81
2/11/2017,679.84,472.42,552.76,557.84,741.78,252.94,616.35,1000,568.12,456.69,237.95,1000,512.44,506.75,468.63,368.27,284.36,399.76,770.82,124.02,414.36,556.02,573.5,810.21,370.82,676.7,656.2,393.3,910.6,390.56,417.78,475.81,804.13,524.71,215.53,381.18,838.08,633.75,397.62,440.68,630.66,513.6,918.93,275.95,556.47
2/18/2017,501.01,615.25,520.32,316.56,436.99,379.8,446.07,1000,393.35,605.01,314.09,207.61,483.35,415.92,226.74,272.78,242.75,370.77,74.38,342.47,531.59,481.91,696.75,714.19,409.51,646.7,692.54,438.52,925.09,288.97,437.16,568.68,499.97,552.01,323.27,386.78,253.73,473.08,366.54,414.26,471.9,496.94,897.56,53.13,433.32
2/25/2017,224.67,467.76,528,1000,427.77,529.94,421.95,1000,592,507.04,809.99,411.62,764.46,555.96,486.08,253.2,346.19,546.18,523.42,722.95,1000,686.3,372.45,451.07,592.29,557.09,436.54,503.54,469.63,608.41,614.96,408.6,500.23,581.76,478.93,551.02,1000,672.12,471.84,195.48,564.49,540.62,854.96,1000,561.87
3/4/2017,899.55,501.18,599.8,602.81,557.96,447.9,697.91,1000,713.17,712.83,455.24,166.68,503.14,592.81,813.56,539.65,1000,773.17,313.89,212.63,393.75,872.27,398.63,535.05,960.42,808.41,817.23,726.28,994.62,573.43,615.4,187.98,582.84,523.73,940.58,623.13,553.38,700.62,496.34,349.35,825.04,603.24,629.93,1000,678.8
3/11/2017,501.52,837.07,546.02,514.74,672.22,921.15,537.93,1000,900.62,360.02,267.83,1000,512.7,586.82,521.62,1000,1000,484.38,208.57,716.39,66.22,583.14,436.99,628.81,452.14,534.81,593.2,641.1,832.06,316.97,534.13,422.62,523.36,504.4,608.12,575.02,422.65,786.25,446.22,231.99,517,522.88,646.25,218.56,512.6
3/18/2017,499.27,580.37,552.34,464.7,488.33,609.35,420.17,871.59,927.77,403.8,1000,686.96,459.48,584,653.1,305.91,486.22,483.36,1000,801.64,323.73,480.91,649.38,510.83,401.46,484.94,632.49,654.87,502.28,217.86,958.3,469.48,537.58,506.43,460.18,498.72,224.58,433.01,386.26,508.58,569.04,505.88,550.91,384.29,577.73
3/25/2017,170.03,557.24,486.81,273.02,608.56,499.46,494.25,611.94,734.82,397.57,119.02,1000,333.97,547.01,501.98,448.5,549.85,590.84,773.09,262.95,148.22,392.09,604.97,477.22,377.85,371.63,417.42,571.92,557.71,582.72,543.84,441.03,320.62,497.86,367.11,463.45,385.49,501.58,548.63,81.7,461.26,501.51,610.3,99.67,374.21
4/1/2017,949.91,442.72,481.03,432.04,796.72,385.3,588.24,430.04,810.39,423.41,329.7,774.07,340.32,535.05,409.2,490.71,773.74,389.85,250.56,59.78,175.51,412.29,1000,477.22,384.88,442.35,359.32,557.13,651.38,305.2,583.04,485.17,532.8,491.94,313.16,554.28,372.73,352.11,538.57,355.76,608.94,488.88,654.36,300.65,531.27
4/8/2017,720.54,437.33,590.99,467.81,595.58,1000,630.63,417.43,469.42,432.12,468.86,543.56,383.32,512.34,740.12,323.09,486.91,443.97,159.6,571.37,211.17,599.98,429.08,418.02,428.22,558.96,358.95,404.55,494.56,853.15,580.58,387.69,486.53,521.49,493.77,569.85,600.61,299.71,788.65,571.91,641.79,541.29,836.6,1000,587.94
4/15/2017,317.09,280.55,516.73,447.8,426.97,160.5,319.62,449.46,282.81,386.28,136.42,989.2,624.35,460.97,1000,285.08,318.96,501.01,320.96,685.38,355.11,443.82,825.3,288.56,400.22,498.81,356.45,345.26,327.49,293,663.22,390.71,294.84,515.63,1000,385.79,679.68,335.52,685.08,739.17,579.19,500.3,496.52,354.31,441.41
4/22/2017,1000,526.68,502.29,653.87,563.44,171.6,374.04,439.3,423.74,228.68,513.26,1000,526.23,426.62,408.32,643.63,280.04,420.74,706.56,1000,1000,476.28,491.43,646.67,384.78,583.46,525.98,365.3,543.15,400.56,509.6,671.29,352.46,538.77,333.02,435.21,411.12,475.5,433.49,632.54,668.8,521.63,623.02,507.45,439.97
4/29/2017,982.08,486.52,577.41,875.75,507.93,195.23,625.25,524.89,537.02,485.6,263.34,949.12,538.2,551.61,664.62,510.93,631.49,500.26,428.68,609.74,347.61,642.58,649.76,676.92,376.92,526.12,617.35,477.93,691.62,279.9,498.82,553.58,707.1,548.65,651.38,643.04,661.38,488.19,463.7,869.89,652.88,527.96,612.34,366.64,466.12
5/6/2017,614.1,715.66,722.42,1000,662.74,302.31,661.05,537.22,742.32,987.7,255.86,854.61,587.86,784.54,415.97,480.26,450.51,644.28,373.87,767.92,354.1,764.51,105.58,808.07,639.37,596.59,930.18,963.02,1000,570.15,713.75,442.02,473.19,600.34,505.26,537.56,1000,682.58,750.2,1000,904.23,559.2,707.74,367.62,632.17
5/13/2017,532.08,740.27,647.05,1000,665.86,283.32,560.34,792.42,1000,432.3,474.23,610.23,580.86,778.03,546.95,412.9,579.84,709.55,553.49,282.72,426.78,868.89,592.63,992.68,723.65,552.99,853.32,1000,1000,532.21,759.93,900,676.13,625.24,519.72,575.35,710.31,786,367.63,562.8,543.28,569.94,784.69,543.64,651.62
5/20/2017,488.97,545.71,550.07,743.3,519.47,332.14,445.05,546.98,885.85,428.74,727.6,394.66,758.17,655.52,556.15,754.26,827.05,720.74,258.25,252.26,986.79,796.18,1000,524.2,845.3,582.68,599.97,893.42,508.77,693.36,475.16,986.5,681.87,575.91,502.44,477.66,464,617.08,430.96,260.09,675.21,494.93,759.9,986.17,656.17
5/27/2017,500.49,863.09,791.46,1000,645.45,1000,790.05,897.19,1000,743.22,1000,805.52,679.17,1000,818.85,1000,1000,1000,214.75,518.24,390.5,1000,1000,611.06,1000,677.41,1000,1000,908.72,639.19,1000,878.7,1000,718.91,587.01,974.48,1000,692.35,831.55,945.21,979.98,536.68,819.81,1000,885.83
6/3/2017,576.6,685.76,474.23,742.38,553.15,431.45,611.68,429.4,619.62,334.6,999.62,860.65,721.95,516.47,571.7,375.78,1000,732.87,33.51,285.12,1000,804.45,379.5,632.6,602.64,489.94,792.8,631.77,474.55,495.7,511.35,683.5,653.16,518.71,455.08,795.08,489.45,458.41,629.07,579.36,522.84,453.45,796.28,379.35,783.1
6/10/2017,670.27,774.79,557.2,567.62,591.85,695.43,572.02,287.26,597.75,581.07,827.15,420.52,652.02,658.9,815.83,1000,986.64,618.91,290.53,233.3,369.95,655.49,1000,376.16,673.26,559.5,557.21,664.88,739.27,1000,991.8,767.08,787.11,616.42,796.35,535.91,292.1,580.96,453.73,483.36,849.31,537.22,780.61,236.1,894.05
6/17/2017,743.85,772.22,389.35,204.91,385.52,579.21,694.15,249.58,473.01,317.54,274.99,378.69,507.93,545.74,721.38,106.14,500.27,564.18,861.71,1000,285.06,521.38,547.87,287.03,578.22,515.72,1000,647.99,446.23,529.23,524.7,679.09,480.38,558.06,762.33,447.8,483.13,462.7,619.37,744.29,467.14,461.81,798.53,297.79,565.24
6/24/2017,822.82,445.65,390.2,189.5,354.66,700.89,358.58,194.47,418.8,394.94,209.53,146.09,427.25,391.37,498.12,492.22,309.97,433.51,357.16,703.68,1000,405.06,1000,398.88,332.84,562.36,461.17,449.4,340.38,514.57,560.22,641.99,378.41,513.17,704.46,439.39,279.58,636.8,700.21,500.85,574.87,484.01,663.77,1000,660.45
7/1/2017,487.74,555.11,476.78,176.38,331.03,649.23,427.58,210.55,446.33,428.57,219.49,224.28,398.06,423.68,368.74,634.88,603.17,376.23,303.75,287.86,153.34,420.54,1000,530.03,341.43,472.81,422.02,292.64,456.22,948.32,302.09,392.27,329.61,479,304.04,380.84,149.95,391.24,431.72,917.77,438.19,459.62,550.27,385.76,416.9
7/8/2017,344.3,376.47,382.57,281.94,348.28,337.74,312.71,207.25,372.88,440.34,230.9,479.27,435.46,369.16,226.79,259.97,367.36,315.54,1000,307.9,420.5,397.78,436.92,470.77,302.77,509.6,217.3,259.07,489.7,390.55,328.66,314.78,373.75,443.16,520.46,378.51,351.3,420.02,382.89,1000,451.49,434.02,530.07,441.85,380.58
7/15/2017,272.94,397.87,462.78,197.63,326.47,229.23,519.83,292.52,452.51,668.4,235.29,430.72,617.67,391.56,310.07,181.3,235.83,394.18,165.87,267.45,298.82,481.8,399.38,511.85,363.47,458.99,294.2,413.1,477.58,698.37,431.42,333.96,399.85,388.47,541.44,408.53,557.79,437.95,306.46,1000,462.72,445.85,513.65,216.49,309.33
7/22/2017,566.42,474.51,511.66,353.15,420.85,443.11,577.56,326.43,613.71,662.31,228.96,714.8,482.98,471.75,335.26,308.08,475.52,452.05,996.73,271.23,889.17,586.75,503.55,382.71,412.82,582.14,354.7,385.92,608.89,460.53,642.22,356.91,364.48,455.9,347.15,421.53,658.71,360.18,376.84,739.12,462.96,519.03,526.9,184.33,480.51
7/29/2017,426.58,315.38,426.02,466.35,482.68,528.7,493.34,369.17,526.83,393.44,1000,501.07,482.85,427.72,430.18,772.68,297.86,421.29,1000,653.9,160.32,565.18,191.4,443.55,365.73,537.1,262.56,445.8,461.16,426.36,579.82,429.1,465.99,510.03,480.48,580.9,407.4,449.46,384.23,508.11,468.38,476.71,618.35,184.17,397.36
8/5/2017,680.15,379.33,443.51,581.78,476.04,479.3,839.33,605.09,408.35,511.01,213.94,701.14,452.53,984.32,478.95,1000,446.22,555.87,523.39,758.81,329.03,469.54,217.77,343.58,443.19,1000,332.77,632.79,640.79,299.3,749.11,90.51,683.65,1000,658.87,993.37,223.29,754.12,811.17,751.37,892.18,454.61,934.85,316.6,769.77
8/12/2017,1000,734.66,538.86,735.43,468.79,478.55,514.42,500.21,576.21,638.2,455.55,704.02,848.51,608.65,1000,323.47,415.22,714.47,350.31,709.8,760.22,464.89,387.9,442.18,862.52,471,712.66,696.87,852.79,594.78,907.25,747.39,835.02,537.87,343.11,556.35,1000,522.96,257.95,756.4,599.22,548.9,817.6,776.82,563.98
8/19/2017,1000,564.36,700.19,1000,640.5,871.71,541.48,518.1,686.23,427.19,289.97,724.48,578.59,633.51,1000,413.4,543.85,591.97,178.49,1000,1000,959.96,408.99,458.46,1000,479.85,1000,832.07,670.06,729.15,762.32,454.98,800.92,605.69,753.97,594.59,1000,664.67,775.29,463.36,677.8,611.8,894.04,222.57,806.48
8/26/2017,466.75,378.48,661.2,1000,469.47,363.22,570.24,428,693.13,751.1,120.36,723.19,560.63,426.9,893.24,536.66,598.47,443.47,731.49,941.8,194.45,816.47,408.88,615.36,749.29,475.14,584.57,527.87,770.18,667.97,623.2,483.77,461.98,530.14,798.07,428.97,277.57,814.26,619.76,309.37,423.78,513.84,745.21,819.63,537.26
9/2/2017,777.07,649.35,538.38,519.97,606.17,801.62,699.79,555.61,666.97,270.47,411.28,632.47,534.83,492.14,1000,223.41,308.34,726.84,1000,1000,327.77,922.99,362.1,741.44,668.65,419.31,792.92,738.18,977.16,608.38,551.42,410.11,700.35,564.27,1000,629.19,760.81,524.54,559.34,519.13,673.65,557.87,774.24,1000,703.27
9/9/2017,756.18,615.51,521,146.42,583.95,911.71,732.05,853.97,592.15,341.92,205.19,815.31,736.11,478.65,501.83,300.24,831.33,886.72,563.88,873.06,234.45,608.52,664.81,699.86,961.44,454.76,594.63,625.7,603.81,527.52,699.01,723.6,433.33,602.4,534.07,422.59,1000,690.66,653.28,773.96,502.38,506.34,767.91,1000,742.57
9/16/2017,1000,562.54,636.31,164.49,571.65,1000,456.52,1000,620.01,157.75,132.36,558.65,472.28,487.4,506.17,416.4,545.71,806.94,190.02,551.84,715.12,707.31,1000,691.88,1000,500.15,512.37,928.57,732.06,459.2,606.79,454.56,320.01,603.78,626.24,443.81,844.95,856.59,457.46,394.45,504.05,522.79,749.19,317.12,455.46
9/23/2017,465.2,335.95,465.3,166.6,604.77,1000,260.63,1000,392.29,342.82,136.75,392.94,423.16,395.34,301.03,125.72,443.98,496.14,889.62,629.56,309.91,365.26,480.33,542.29,462.95,480.71,398.26,544.34,211.44,228.34,494.77,1000,332.38,451.15,603.34,461.62,309.45,301.97,602.3,228.99,419.38,492.59,572.78,337.24,514.94
9/30/2017,453.81,439.89,421.95,183.36,544.91,511.51,383.11,899.3,548.54,428.59,445.19,541.76,584.35,396.96,287.11,201.21,475.98,385.33,1000,172.63,222.49,352.95,352.21,604.83,376.36,533.15,227.29,425.27,399.63,487.91,429.68,1000,300.44,440.86,426.41,532.65,403.52,361.79,695.58,322.43,495.77,528.39,696.73,621.83,361.93
10/7/2017,670.98,670.75,433.01,190.2,586.11,356.4,935.35,516.86,494.99,230.26,196.42,294.45,499.63,438.99,386.28,196.88,621.72,465.97,32.23,548.95,48.39,392.83,732.65,428.33,366.09,599.57,267.38,372.44,270.83,541.52,558.96,816.23,493.56,427.04,422.81,531.16,613.33,439.23,666.64,330.07,651.32,509.97,727.66,1000,562.13
10/14/2017,910.27,663.94,692.66,531.62,529.69,230.2,602.73,660.02,712.26,1000,576.52,747.14,618.79,531.63,598.73,478.28,617.14,583.51,102.19,1000,277.1,568.38,289.1,424.53,438.81,569.02,428.2,478.14,430.22,501.74,695.89,781.84,741.07,522.83,728.83,465.19,642.1,634.75,668.84,387.64,657.1,463.89,630.24,891.18,541.29
10/21/2017,473.21,394.94,534.18,969.65,452.19,469.1,526.54,533.3,469.05,594.9,1000,532.92,519.01,521.47,306.22,1000,298.59,493.45,222.41,739.24,731.36,559.8,744.26,475.57,350.09,555.18,884.28,690.21,552.41,421.97,534.71,855.16,651.15,493.27,640.74,484.55,604.77,554.69,389.75,576.22,544.31,543.3,941.05,296.94,460.96
