Index,Date,BTCAED,BTCARS,BTCAUD,BTCBRL,BTCCAD,BTCCHF,BTCCLP,BTCCNY,BTCCOP,BTCCZK,BTCDKK,BTCDOP,BTCEUR,BTCGBP,BTCHKD,BTCHRK,BTCHUF,BTCINR,BTCIDR,BTCIRR,BTCJPY,BTCKES,BTCKZT,BTCMAD,BTCMXN,BTCMYR,BTCNGN,BTCNOK,BTCNZD,BTCPEN,BTCPHP,BTCPKR,BTCPLN,BTCRON,BTCRUB,BTCSAR,BTCSEK,BTCSGD,BTCTHB,BTCTRY,BTCTZS,BTCUAH,BTCUSD,BTCVEF,BTCVND,BTCZAR
204,2/4/2017,3738.5,16121.45,1330.93,2958.48,1329.69,988.74,667563.81,6784.95,2745922.58,23303.87,7048,46864.36,894.92,788.21,7538.14,6906.32,276771.38,67934.79,12780571.65,35323082.08,118992.63,101922.29,316890.74,9972.44,20891.62,4350.03,467215.88,8119.46,1372.37,3336.65,50194.36,102484.26,3795.18,3995.31,58600.98,3824.02,8792.7,1413.21,33290.63,3616.35,2260347.99,25740.92,1080.11,3177722.68,21877315.46,14014.37
205,2/11/2017,3772.61,16439.77,1424.82,3069.84,1393.58,1050.07,697184.81,7152.07,2866550.9,25886.02,7267.31,45541.28,984.36,838.98,7812.35,7209.42,306232.16,70573.95,12343829.87,10098902.76,130266.6,105781.13,332356.98,10497.74,21754.1,4576.51,502363.51,8687.16,1460.7,3457.83,57245.57,106871.01,4004.2,4263.13,60564.21,4043.32,9393.53,1385.27,35317.72,3820.72,2436155.16,26605.9,1137.15,3372694.14,23535240.55,14564.2
206,2/18/2017,3703.02,16468.08,1414.33,3167.48,1376.75,1070.02,691298.11,7201.24,2990199.87,26173.01,7188.34,50619.21,973.79,841,8068.83,7207.83,300187.98,70803.43,14221447.06,39559821.79,121565.41,108786.76,338927.45,10753,21664.91,4579,509241.59,8755.74,1474.2,3646.98,52158.61,108564.25,4048.65,4245.04,60048.45,4037.69,9296.38,1480.97,35083.29,3765.08,2386550.19,27266.69,1134.8,3874780.24,23019542.55,14255.79
207,2/25/2017,4219.52,18542.59,1511.95,3441.55,1528.71,1106.02,764911.63,7884.52,3345111.34,28359.27,8540.98,55465.91,1018.56,919.42,8967.67,7879.82,319998.72,76247.75,13980614.43,42332181.01,120198.93,115578.23,367154.96,12061.75,23512.86,4937.28,542651.72,9421.41,1622.29,3856.73,57828.65,118129.32,4384.29,4600.72,63874.78,4418.42,10139.71,1583.35,38028.55,4068.29,2628892.22,29427.41,1280.49,4383797.24,25025834.99,15255.93
208,3/4/2017,4425.78,19970.98,1666.25,3811.01,1663.78,1289.8,835667.97,8603.19,3646734.08,31043.62,9037.43,59476.79,1153.76,1009.2,9748.94,8816.36,360148.55,87060.23,15589993.81,43126848.92,146740.58,124572.91,424761.84,13914.89,25548.34,5312.01,537501.05,10426.14,1752.07,4322.53,61562.83,127138.53,4803.55,5055.47,70519,4799.08,11140.84,1788.48,41905.86,4387.07,2914497.66,32038.09,1351.72,4803237.4,27655683.76,16587.3
209,3/11/2017,4546.8,19580.23,1713.78,3870.59,1677.63,1363.54,834287.82,8599.34,3750720.3,31081.18,8622.3,57725.39,1168.27,1023.74,9489.82,8447.75,346179.46,87789.88,15568181.82,46049779.66,179413.32,125256.47,428527.38,12639.47,25860.07,5404.18,543509.01,10952.57,1821.4,4259.03,62188.13,127603.28,4958.29,5059.61,72100.92,4813.34,11288.31,1761.88,42824.27,4608.68,2883478.41,32221.78,1362.89,4463996.33,29619671.62,16919.67
210,3/18/2017,4339.99,19600,1691.52,3989.68,1667.34,1265.86,794226.83,8534.24,3632463.5,30501.64,8134.32,58751.94,1171.46,986.51,9317.66,8004.82,352942.03,84197.77,15499664.92,45395956.28,159384.65,123279.07,403560.23,12852.15,24226.92,5371.94,528144,10649.84,1830.19,4184.13,62384.57,127367.2,4696.46,4992.39,71731.77,4791.93,10999.25,1707.98,40553.75,4522.8,2808050.88,31798.97,1339.89,4191272.24,29680019.97,16379.87
211,3/25/2017,3830.68,17185.72,1471.93,3711.07,1397.84,1095.78,785323.05,7479.3,3179291.92,26543.15,7698.04,52499.2,1025.12,848.81,7977.72,7454.93,304162.98,70567.01,14768958.3,37755647.61,140062.81,106723.84,323289.14,11154.8,20837.17,4788.62,414908.67,9084.65,1622.54,3490.34,53575.44,114746.13,4209.99,4270.05,63425.17,4414.6,9598.46,1475.74,37042.07,3806.11,2608002.07,27909.68,1185.75,4063530.16,24381668.34,13603.61
212,4/1/2017,4143.78,17604.57,1446.53,3612.52,1404.98,1059.52,728431.76,7291.32,3058192.69,25588.72,7039.16,52046.65,1003.42,840.84,8272.01,7149.82,300566.63,68689.54,13891770.92,38498867.78,144009.38,109364.04,326680.75,10921.52,20489.49,4662.19,384743.91,9220.84,1568.61,3636.26,52075.13,114828.86,3996.22,4250.41,61365.76,4253.33,9811.85,1410.81,35774.5,3765.99,2505576.28,28025.25,1167.65,4108518.74,23393146.78,14302.19
213,4/8/2017,4206.32,18873.37,1578.69,3786.47,1576.15,1082.54,786494.67,8003.68,3221739.92,28850.56,7900.38,53634.46,1088.88,931.88,9048.77,7927.59,332467.49,74856.06,14381564.81,43646556.39,161187.4,120233.46,354632.2,12316.29,22625.8,4986.38,445001.53,10220.04,1702.7,4044.47,56980.13,122879.81,4468.66,4801.36,64613.02,4721.71,10521.37,1529.17,39343.14,4207.99,2884516.98,29552.66,1272.59,4772272.98,30589175.12,16450.56
214,4/15/2017,4473.25,19369.41,1657.06,3838.3,1652.72,1254.5,809003.04,8426.76,3365983.05,30740.99,9132.06,61291.21,1116.17,976.07,9231.69,8640.02,360282.79,79168.31,14638668.74,45087272.13,137102.07,126938.72,397609.59,13062.43,23491.13,5264.63,480151.09,10571.17,1797.86,4236.63,60385.3,126103.64,4726.13,4975.38,68615.42,4718.98,10937.57,1756.96,40378.91,4385.54,2986361.43,30914.5,1332.05,5058992.02,26839244.47,17012.68
215,4/22/2017,4488.36,19838.34,1668.78,3829.88,1669.37,1244.48,823411.34,8548.68,3410263.07,31142.13,9463.48,61757.23,1158.32,975.1,9579.36,8409.76,359340.23,81101.31,15438253.93,46288348.39,127002.47,131499.33,383450.49,12422.54,23728.2,5364.58,467954.59,10700.38,1775.86,4347.55,59074.74,130569.66,4711.6,5034.35,69538.09,4882.82,11095.83,1684.2,40722.57,4454.18,2954765.82,31386.51,1354.1,5277802.73,27532325.96,16989.22
216,4/29/2017,4822.63,21327.04,1743.74,4324.03,1784.48,1350.15,879495.15,8982.06,3686017.9,31427.85,9266.79,64827.14,1204.41,1030.5,10216.51,8869.62,365695.92,84893.94,16558255.84,48447386.49,144530.11,139747.24,377475.38,13403.82,25420.41,5587.09,492639.57,11485.99,1871.59,4599.28,64828.7,135962.29,4793,5206.42,73648.83,5206.16,12086.24,1788.12,43096.11,4596.06,3140057.43,32992.33,1448.8,5818769.11,28800185.36,17676.72
217,5/6/2017,5647.93,24432.19,1975.79,4949.75,2052.94,1519.27,1062984.3,10324.72,4351447.04,35971.45,10492,75739.42,1358,1170.15,11826.22,9988.45,426775.46,94936.37,18090023.77,50871135.1,200953.03,159230.69,465625.59,16452.6,30530.37,6426.49,561637.2,12955.47,2208.44,5394.01,76218.22,155000.79,5459.86,5978.33,82455.85,5868,13452.49,2063.62,50176.93,5085.29,3531252.32,37015.2,1636.3,7062363.37,32661029.79,20993.68
218,5/13/2017,6373.57,28657.67,2422.88,5795.89,2355.2,1743.91,1264019.01,12323.39,5296184.15,42858.7,12265.83,89046.42,1262.35,1358.66,13781.22,11709.84,474270.24,113009.63,21710126.74,71335271.32,210192.63,190451.11,528751.4,18226.87,35914.09,7614.37,671779.77,14715.54,2638.57,6309.99,81785.24,189703.74,6353.59,6995.99,98894.39,6987.58,15568.46,2407.84,58814.68,6503.92,4365181.65,44115.13,1921.63,8991658.76,38664673.82,25578.2
219,5/20/2017,7209.66,31742.59,2630.26,6527.19,2545.06,1817.73,1338657.28,13259.63,5405812.83,42970.22,12029.6,94071.29,1263.87,1456.82,14655.32,12475.95,500635.28,133139.85,26174726.51,72346170.56,419798.81,197675.18,583541.15,18533.86,37463.87,8246.4,709134.63,15675.93,2860.29,6646.1,89354.92,203849.74,6627.08,7683.71,107220.6,7513.8,16955.98,2645.24,65753.8,6712.01,4755724.87,47293.38,2045.36,10211638.54,40244547.77,26838.91
220,5/27/2017,9329.5,41959.52,3319.91,9265.27,3125.18,2263.89,1819463.92,17593.97,7259175.15,53935.3,15311.77,113777.17,1562.98,1839.36,18236.56,15855.62,607782.27,182572.37,36337565.53,86371132.23,286039.44,267039.69,750769.23,22946.29,50619.52,10704.61,929515.15,19830.86,3815.21,8606.97,116908.96,271286.37,8399.5,9321.45,139104.06,10034.94,20707.29,3266.31,85867.99,8382.38,6338684.93,60426.68,2558.41,14045413.62,54712135.21,35927.65
221,6/3/2017,9256.35,43629.84,3466,8789.8,3231.95,2355.54,1769407.58,17276.28,7197585.2,54939.25,15885.65,116268.08,2140.96,1926.72,19394.51,15590.96,657521.22,173462.18,41364531.57,85954113.57,248725.08,273275.99,731085.2,25202.13,47928.67,10929.95,911907.42,19866.49,3873.55,8379.1,120559.31,273411.85,8533.29,9605.14,139262.52,11315.73,20177.83,3561.71,85757.13,8738.53,6497251.34,62209.69,2723.64,14600853.83,60048324.65,34937.85
222,6/10/2017,10399.59,47085.22,3857.38,9637.37,3740.17,2625.64,1964528.83,19092.42,7619634.4,62305.17,18763.85,133908.45,2489.31,2191.19,21684.73,19314.85,780186.09,191681.25,35407615.86,109139920.1,372546.25,296205.38,928346.56,29019.11,53177.09,11975.33,1011975.68,23415.22,4129.29,9747.14,145675.47,295564.92,9951.78,11163.55,159858.88,11406.66,24467.69,4011.41,98958.74,9665.11,6919283.26,70682.76,3065.59,17833453.31,62285731.2,37764.6
223,6/17/2017,10266.27,46284.98,3791.86,9381.5,3609.15,2832.98,1930355.61,18784.73,7473093.24,61600.9,18323.15,124858.86,2497.02,2167.3,21650.57,17625.32,765221.12,189479.51,32881894.03,105584599.3,375823.59,291980.37,917036.61,27329.61,51097.74,11978.03,988786.55,23341.87,4062.4,9188.3,134915.58,304304.56,9902.36,10792.92,163672.53,11285.1,24066.8,3957.81,94048.86,9980.51,6930225.52,70369.67,2960,20409063.51,61897387.59,37356.73
224,6/24/2017,9643.47,46711.42,3766.07,9353.88,3660.91,2636.85,1846843.77,19462.96,7428960.35,60640.45,18073.68,131589.13,2424.01,2133.36,21617.05,17236.4,712032.47,185567.88,40439763.75,103924929.9,294984.3,290613.36,880179.78,26954.96,50622.88,11790.29,1014279.26,23217.52,3893.43,9166.63,139556.25,296685.95,9632.6,10690.32,162969.31,11172.19,24240.79,3987.14,93387.44,9582.31,7034742.53,69266.58,2981,21214898.34,65689859.46,36194.12
225,7/1/2017,9591.04,47261.49,3517.85,9127.15,3414.79,2518.46,1724452.33,18333.27,7087766.8,58921.86,18242.57,122306.06,2308.8,1996.91,20487.51,15785.8,690591.4,178116.35,37782594.3,105696154.4,277266,277563.45,905917.9,24688.9,47864.37,11494.61,937443.88,20952.19,3679.48,8451.88,132774.72,287081.51,9017.24,9961.98,156736.98,10356.09,22626.28,3654.99,89331.93,9111.84,6389655.44,65877.17,2776.14,19673000.09,61586124.39,35593.26
226,7/8/2017,9740.9,46355.51,3488.52,8875.1,3371.54,2561.28,1756267.07,17918.31,7060730.5,58000.43,16996.4,121364.12,2315.61,2015.73,20104.37,16554.6,666735,175681.51,32255863.59,99112337.46,280197.52,278192.57,834455.97,25383.21,49505.7,11266.2,925772.78,21667.15,3700.32,8626.95,132171.88,284822.67,9273.46,9924.81,156335.37,10726.95,22400.81,3560.08,87868.52,8912.77,6321966.14,65311.7,2870.96,19082520.11,61416296.71,35874.72
227,7/15/2017,8936.15,43280.28,3288.56,7991.98,3167.34,2504.24,1590338.09,16396.78,6697300.4,53812.93,15586.12,113714.17,2098.28,1850.29,18718.32,15873.65,649333.68,155580.64,31344565.96,93198434.09,250841.05,256318.95,799590.93,24060.09,43130.26,10564.61,839056.52,20435.48,3335.97,7913.28,125264.27,266277.15,8584.65,9229.71,147647.49,9359.12,20739.8,3383.59,81930.75,8445.71,5844180.46,60784.95,2631.84,19270154.9,56642554.19,33364.07
228,7/22/2017,8562.59,44397.18,3184.56,7879.43,3191.04,2256.88,1649660.13,16253.5,6604332.42,52738.05,15077.15,114831.32,2039.73,1830.48,19169.6,16147.74,618090.03,154968.78,29330827.34,96545085.85,238568.18,250357.28,805369.16,23732.01,43248.15,10623.92,848897.79,19495.27,3332.66,7873.31,126828.03,258357.67,8191.26,8729.76,143955,9263.13,19877.82,3215.19,78452.01,8058.84,5668527.97,60079.2,2600.57,20592576.83,55566526.67,32045.01
229,7/29/2017,9929.4,49680.73,3521.61,8455.55,3418.65,2521.8,1786368.62,17991.96,7295284.68,58997.98,16743.7,125721.86,2293.59,2061.77,20870.96,17729.22,688854.65,172527.4,33761118.75,102482887.1,298140.82,274269.62,899081.49,27016.14,46632.45,11568.17,931213.93,21601.98,3507.25,8638.21,136781.51,279415.99,9257.79,10214.28,161179.62,10653.73,22622.81,3681.89,88171.89,9404.76,6320243.24,66616.17,2913.27,25784412.34,59279583.28,34875.81
230,8/5/2017,10612.32,52102.71,3749.82,9225.02,3704.47,2967.93,1911573.67,19086,7924642.66,61517.89,18165.07,129253.52,2393.82,2186.3,22627.4,17068.33,722549.85,182611.97,35026558.36,112971529.5,323870,290586.14,935023.54,27205.68,50012.68,12120.89,976208.81,22742.47,3719.32,9406.42,139966.29,290183.3,9979.69,11025.49,171129.81,11354.66,24057.19,3991.53,92610.96,9990.04,6844136.82,69593.09,3165.09,39849917.29,62752866.92,38277.32
231,8/12/2017,13239.88,63115.98,4550.95,11509.3,4528.49,3436.11,2279556.04,23270.3,9719504.46,76301.04,23430.8,161374.81,2585.29,2677.9,28360.32,21888.83,855008.57,228953.47,42221906.3,134910462.4,351566,373545.75,1093310.03,32437.85,61737.53,14958.78,1220533.73,27902.4,4900.72,11831.85,171683.72,357615.17,11730.67,13363.23,210771.11,13808.96,28705.81,4779.07,116502.02,12171.51,8299086.42,86013,3737.15,43544790.56,78225889.42,49953.9
232,8/19/2017,15670.03,79725.93,5597.52,13833.34,5479.79,4217.38,2826253.97,28530.01,11881945.15,90567.78,28459.78,197361.75,3501.96,3287.63,33223.57,27353.46,1084397.98,279875.88,61564469.76,162803189.6,424222.44,471583.13,1405262.87,39762.84,77086.39,18355.21,1521841.85,33782.76,6027.55,14241.77,214984.16,439219.4,14998.08,16444.93,262090.66,16629.04,34745.66,5933.67,141569.29,15385.99,10554397.13,105766.66,4501.59,62141040.31,95584423.81,61492.73
233,8/26/2017,15859.33,78576.25,5335.84,13714.46,5537.42,4262.28,2763658.68,28169.55,11762989.5,86129.93,28748.2,201967.7,3561.77,3294.81,33164.04,26778.94,1099746.82,281703.88,49734183.58,164086202.1,451367.45,467498.8,1427716.79,38615.64,77869.57,18245.89,1517790.16,34145.77,5948.6,13615.32,213964.83,450595.02,14799.35,16663.08,262214.46,16593.73,34635.84,5841.64,136821.6,14928.11,10519347.19,103961.19,4560.53,65149707.23,94804967.35,60937.98
234,9/2/2017,17095.27,86500.09,6006.44,15519.61,5863.5,4438.32,3050094.15,29901.88,12581886.21,97599.3,27955.74,215409.03,3846.07,3651.31,35291.76,29499.83,1103787.67,311540.28,53692002.12,184382388.5,462079.55,496638.91,1572084.84,42897.49,83911.31,19592.59,1608061.51,37271.73,6595.47,15265.83,234196.35,496307.75,15936.92,17310.41,278167.95,17983.17,38009.04,6340.9,150236.84,15868.61,10884803.81,114756.76,4975.96,74477568.8,105120584.9,63948.67
235,9/9/2017,16750,82475.69,5924.84,16589.03,5763.26,4584.67,2968364.49,27185.04,12263517.6,97468.92,28818.27,208782.44,3758.88,3596.34,34283.42,29147.74,1210900.84,312557.44,56344073.19,178265257,501453.16,481806.93,1624830.34,44302.51,84572.36,19002.19,1529087.58,37144.45,6411.59,15677.92,232327.96,504415.35,16344.14,17321.21,278585.75,18148.9,37516.76,6133.76,147702.54,15668.99,11146104.71,119710.16,4907.87,79106934.67,103440279.7,62449.06
236,9/16/2017,14053.15,72738.99,5029.45,14203.44,4976.1,4192.43,2536000.04,23128.66,10471628.54,82298.85,26522.69,183025.05,3488.66,2924.59,28591.29,21223.86,1072884.62,265784.33,47837103.11,143133740.1,455190.43,418793.09,1399069.64,37267.63,74681.65,16099.19,1305481.53,32831.9,5310.5,13584.42,203121.5,439030.47,14255.43,14819.04,243544.77,15985.85,32427.35,5280.99,129508.01,13623.88,9589017.32,105143.95,4200.52,75668522.53,91640063.07,54586.44
237,9/23/2017,14472.74,75144.47,4919.14,14239.05,5074.85,4046.12,2539295.4,24260.06,10563282.22,89275.04,25764.59,187160.58,3261.03,2903.16,28732.75,24596.98,1036594.16,260082.03,47174294.89,150568375.5,459619.65,405614.52,1394805.99,36268.75,72485.61,15909.07,1315591.19,31727.29,5229.52,13239.41,194846.77,430960.48,13709.73,14623.14,232870.33,15439.19,31876.85,5199.41,125178.71,13419.01,9243698.83,102754.87,4288.62,83972586.33,86726854.64,52633.75
238,9/30/2017,15008.3,75689.06,5142.39,13603.79,5137.75,3975.02,2661364.39,26345.32,10858007.01,88698.62,27148.02,196767.88,3332.12,3051.69,31066.07,25634.43,1090937.69,264950.96,51227693.24,162115531.4,510357.4,420567.17,1400404.68,40309.3,75894.08,16914.83,1407519.39,32913.66,6024.65,13412.12,206002.93,440537.33,14562.76,15124.49,236473.49,15880.82,33283.62,5685.93,130973.31,13899.56,9559788.26,105170.88,4423.35,97109562.71,90917971.08,55351.09
239,10/7/2017,15923.33,78675.34,5700.38,14156.09,5532.33,4476.79,2818077.07,28781.72,11651512.91,94394.75,29742.61,204846.01,3628.62,3315.23,33944.41,27978.46,1164108.37,287789.05,55502943.32,170196989.4,561216.09,451341.86,1492104.89,40398.13,80006.95,18287.35,1494913.72,34922.54,6756.96,14037.46,219410.25,471106.31,15487.55,16496.32,247046.87,17225.04,35676.17,5912.57,142381.26,14958.01,10239553.87,111389.81,4747.37,110581384.7,101647341.2,59341.55
240,10/14/2017,19229.55,92025.01,6471.59,15806.05,6506.16,4966.04,3239596.32,33502.72,13351354.29,116936.56,30623.79,249984,3903.65,3844.68,39885.27,32756.25,1269134.44,321710.01,63712242.28,198461333.2,592210.56,524057.95,1650472.29,45599.7,93861.6,21453.83,1764791.4,40091.72,7321.22,16402.61,246015.45,538238.47,17877.07,18507.8,285528.15,19989.71,40637.51,6928.2,163644.7,18029.41,11636957.48,129910.1,5149.09,134296892.1,113098389.6,68211.53
241,10/21/2017,21092.56,103620.23,7378.4,18036.91,7583.55,5504.75,3574204.23,37734.58,15054084.54,120699.57,34775.94,272096.63,4664.58,4369.05,44941.32,36691.44,1473883.11,358417.83,69090716.8,242871594.5,692037.42,591847.58,1932460.82,50513.11,106914.1,24166.16,1990910.14,45321.98,8381.79,18208.32,287362.83,621176.97,20542.56,21427.84,324779.88,23142.99,46285.74,7871.66,185147.84,20841.45,13481196.23,146531.15,6171.51,185507333.5,132091497.9,78576
242,10/28/2017,21175.51,106200.39,7607.99,19172.64,7650.92,6058.36,3764105.57,38858.95,15665154.86,124156.867,37108.70437,273490.1992,4930.68,4466.287687,44509.28716,37854.10853,1505732.347,381855.2888,70644465.05,244969967.1,778419.1614,617289.8558,1958087.473,54575.80398,110935.4491,24747.09,2052630.182,47812.84823,8686.908754,19090.03531,293553.226,649613.5128,21005.35436,22771.45731,338419.4971,23875.98119,48102.77048,7988.334774,192486.2242,21904.83135,13627734.81,152334.4159,6331.88053,224406478.6,131495172.1,84886.11
243,11/4/2017,23943.45,129205.95,8793.17,22234.75,8834.43,6794.95,4553621.39,44812.42,17832779.03,151131.6055,35307.69383,314100.4051,5628.8,5162.418553,54200.16122,45458.59805,1794897.455,449859.662,86491986.68,293920418.6,937812.4938,709190.4613,2267411.601,60836.14847,129872.5504,28352.77,2364485.681,55038.36146,9858.733158,21749.54991,327175.2389,731063.9085,23758.86936,25819.43042,389457.511,27063.07136,51879.52246,9106.274907,219884.0652,25879.06654,15453404.17,179074.0089,7224.482501,267839121.9,156389963.4,101033.18
244,11/11/2017,26454,138693.46,9845.01,24954.09,9464.14,7509.08,4730777.94,48357.35,19929182.07,160058.4983,48430.2651,337635.3494,6368.53,5571.420028,57510.63452,47972.7251,1937231.763,482632.969,88581336.27,323233598.8,876260.1851,780115.98,2405167.082,68410.65218,140338.958,30976.23,2552811.909,61186.52035,10676.7498,24529.3496,370386.4143,817123.1544,25437.53391,27965.81117,432567.1725,29508.06829,60608.18147,9845.11634,237161.5832,28765.83229,17517962.93,195420.4236,7968.245954,336991721.5,168752984.7,109025.29
245,11/18/2017,26261.61,139209.3,9702.11,24777.9,9672.74,7400.48,4744045.57,48021.19,20395626.73,151423.7121,47051.74766,363073.5918,5831.25,5499.44684,58626.88263,46301.74795,1802444.168,493200.2375,96913220.2,310594943.6,1032332.176,785457.0644,2517363.967,69271.42655,140402.7027,30689.28,2527145.442,58460.73675,10700.93974,24449.9769,346523.3542,808238.4119,24983.7663,27529.30188,439689.3751,28740.0665,60306.36991,9902.148456,240034.4523,27917.65992,17604190.84,193024.6884,7841.135543,460268731.8,164835994,107472.24
246,11/25/2017,30485.72,156388.47,10850.59,28569.18,10637.84,8147.79,5235138.85,54581.43,22820596.86,174172.6481,47171.37667,397926.6754,6982.61,6286.810793,65396.7101,52301.8599,2205530.767,573684.8907,100400248.7,356443295.4,1154529.025,888587.9252,2852057.447,77528.22871,154218.1324,34656.49,2904372.898,68184.8353,12159.56728,27771.6351,424161.6817,905075.9864,28297.94261,31534.78133,490645.1557,32937.19643,70139.80605,11333.22433,263634.9709,30794.52787,19730408.89,215117.5182,8691.548652,625210378.4,194703100.5,125355.47
